x, y
2021-01-04 00:02:27.414912,314.1509433962264
2021-01-04 00:22:39.318720,311.77358490566036
2021-01-04 00:42:51.222528,309.58490566037733
2021-01-04 01:03:03.126336,306.79245283018867
2021-01-04 01:23:15.030144,305.9622641509434
2021-01-04 01:43:26.933952,305.2641509433962
2021-01-04 02:03:38.837760,304.0943396226415
2021-01-04 02:23:50.741568,303.75471698113205
2021-01-04 02:44:02.645376,303.24528301886795
2021-01-04 03:04:14.549184,302.66037735849056
2021-01-04 03:24:26.452992,302.6981132075472
2021-01-04 03:44:38.356800,302.62264150943395
2021-01-04 04:04:50.260608,302.6792452830189
2021-01-04 04:25:02.164416,302.77358490566036
2021-01-04 04:45:14.068224,303.22641509433964
2021-01-04 05:05:25.972032,305.0
2021-01-04 05:25:37.875840,305.58490566037733
2021-01-04 05:45:49.779648,308.9811320754717
2021-01-04 06:06:01.683456,314.8490566037736
2021-01-04 06:26:13.587264,318.2830188679245
2021-01-04 06:46:25.491072,331.0
2021-01-04 07:06:37.394880,353.7169811320755
2021-01-04 07:26:49.298688,364.7358490566038
2021-01-04 07:47:01.202496,410.8301886792453
2021-01-04 08:07:13.106304,449.8679245283019
2021-01-04 08:27:25.010112,461.0188679245283
2021-01-04 08:47:36.913920,486.47169811320754
2021-01-04 09:07:48.817728,523.5849056603773
2021-01-04 09:28:00.721536,529.1132075471698
2021-01-04 09:48:12.625344,556.4150943396227
2021-01-04 10:08:24.529152,591.7169811320755
2021-01-04 10:28:36.432960,597.6981132075472
2021-01-04 10:48:48.336768,616.8867924528302
2021-01-04 11:09:00.240576,634.0
2021-01-04 11:29:12.144384,637.433962264151
2021-01-04 11:49:24.048192,643.5094339622641
2021-01-04 12:09:35.952000,657.377358490566
2021-01-04 12:29:47.855808,658.0377358490566
2021-01-04 12:49:59.759616,662.8679245283018
2021-01-04 13:10:11.663424,672.377358490566
2021-01-04 13:30:23.567232,671.5849056603773
2021-01-04 13:50:35.471040,667.7924528301887
2021-01-04 14:10:47.374848,670.8301886792453
2021-01-04 14:30:59.278656,668.8679245283018
2021-01-04 14:51:11.182464,666.3584905660377
2021-01-04 15:11:23.086272,663.3396226415094
2021-01-04 15:31:34.990080,653.4905660377359
2021-01-04 15:51:46.893888,645.1698113207547
2021-01-04 16:11:58.797696,636.5471698113207
2021-01-04 16:32:10.701504,626.188679245283
2021-01-04 16:52:22.605312,619.0754716981132
2021-01-04 17:12:34.509120,606.7547169811321
2021-01-04 17:32:46.412928,588.4716981132076
2021-01-04 17:52:58.316736,574.4716981132076
2021-01-04 18:13:10.220544,557.4905660377359
2021-01-04 18:33:22.124352,530.7358490566038
2021-01-04 18:53:34.028160,516.4528301886793
2021-01-04 19:13:45.931968,494.6981132075472
2021-01-04 19:33:57.835776,460.6792452830189
2021-01-04 19:54:09.739584,443.8301886792453
2021-01-04 20:14:21.643392,418.3018867924528
2021-01-04 20:34:33.547200,387.20754716981133
2021-01-04 20:54:45.451008,376.1698113207547
2021-01-04 21:14:57.354816,359.50943396226415
2021-01-04 21:35:09.258624,334.24528301886795
2021-01-04 21:55:21.162432,326.0188679245283
2021-01-04 22:15:33.066240,307.9811320754717
2021-01-04 22:35:44.970048,299.22641509433964
2021-01-04 22:55:56.873856,294.8490566037736
2021-01-04 23:16:08.777664,284.45283018867923
2021-01-04 23:36:20.681472,280.52830188679246
2021-01-04 23:56:32.585280,275.8867924528302
2021-01-05 00:16:44.489088,271.3207547169811
2021-01-05 00:36:56.392896,270.1320754716981
2021-01-05 00:57:08.296704,269.22641509433964
2021-01-05 01:17:20.200512,267.50943396226415
2021-01-05 01:37:32.104320,266.8490566037736
2021-01-05 01:57:44.008128,266.60377358490564
2021-01-05 02:17:55.911936,265.8490566037736
2021-01-05 02:38:07.815744,265.33962264150944
2021-01-05 02:58:19.719552,264.9622641509434
2021-01-05 03:18:31.623360,264.8490566037736
2021-01-05 03:38:43.527168,264.8679245283019
2021-01-05 03:58:55.430976,264.79245283018867
2021-01-05 04:19:07.334784,264.75471698113205
2021-01-05 04:39:19.238592,265.1320754716981
2021-01-05 04:59:31.142400,265.2830188679245
2021-01-05 05:19:43.046208,268.0188679245283
2021-01-05 05:39:54.950016,269.7358490566038
2021-01-05 06:00:06.853824,277.45283018867923
2021-01-05 06:20:18.757632,280.7169811320755
2021-01-05 06:40:30.661440,289.64150943396226
2021-01-05 07:00:42.565248,316.7169811320755
2021-01-05 07:20:54.469056,330.41509433962267
2021-01-05 07:41:06.372864,360.9622641509434
2021-01-05 08:01:18.276672,418.52830188679246
2021-01-05 08:21:30.180480,432.0
2021-01-05 08:41:42.084288,453.41509433962267
2021-01-05 09:01:53.988096,493.41509433962267
2021-01-05 09:22:05.891904,500.50943396226415
