x y
0.25 8.284603754306268e-05
0.5 0.02307952529220488
0.75 0.03339385696631618
1.0 0.05234949061193305
1.25 0.04239185715502104
1.5 0.05165450440809958
1.75 0.04053472514676406
2.0 0.060143921977442866
2.25 0.03739117827776896
2.5 0.04443999530539121
2.75 0.031863506550590164
3.0 0.046957594335172055
3.25 0.025769720233533775
3.5 0.029668086555699
3.75 0.021355867455545047
4.0 0.03267125541663502
4.25 0.017192854069006145
4.5 0.020085561546551417
4.75 0.014111441728168344
5.0 0.02287010891952658
5.25 0.011888406387429495
5.5 0.014702870385072985
5.75 0.010721658025364695
6.0 0.016898290379964147
6.25 0.008726449287869269
6.5 0.011110574146052961
6.75 0.008227071783790252
7.0 0.013052853470673653
7.25 0.007398611408359625
7.5 0.008940468218188847
7.75 0.007074131094649296
8.0 0.011485682593817385
8.25 0.006487304995385936
8.5 0.008045270756959643
8.75 0.006126004220545357
9.0 0.01055366467145793
9.25 0.006489606274206577
9.5 0.008003847738188111
9.75 0.006984381220644312
10.0 0.015317311830184033
10.25 0.005164069673517574
10.5 0.005737088099857091
10.75 0.004581846131895494
11.0 0.006565548475287717
11.25 0.0036360205366121954
11.5 0.004176821059462744
11.75 0.0030422906008869127
12.0 0.005504658938972387
12.25 0.0027523294694861934
12.5 0.003122835359609335
12.75 0.002050439429190801
13.0 0.0034173990486513353
13.25 0.0018732409600014728
13.5 0.0020550419868320827
13.75 0.0015556644827530658
14.0 0.0022874711477167864
14.25 0.0011437355738583932
14.5 0.0013140302065857998
14.75 0.0010539856998534086
15.0 0.0014313954264384718
15.25 0.0008399667695338299
15.5 0.0008606782789195956
15.75 0.0007893386354797361
16.0 0.0013692608982811749
16.25 0.0005177877346441418
16.5 0.0005292941287473448
16.75 0.0004234353029978759
17.0 0.0006880823673715483
17.25 0.00031297391960712567
17.5 0.00035669821719929763
17.75 0.00034289054427545385
18.0 0.0005292941287473448
18.25 0.00030376880432456317
18.5 0.0002761534584768756
18.75 0.000230127882064063
19.0 0.0003198777560690476
19.25 0.00020941637267829732
19.5 0.00025083939144982865
19.75 0.00019560869975445355
20.0 0.0003659033324818602
20.25 0.0002140189303195786
20.5 0.0002761534584768756
20.75 0.00028075601611815684
21.0 0.0004234353029978759
21.25 0.0002646470643736724
21.5 0.00032448031371032886
21.75 0.00029686496786264125
22.0 0.0004947749464377355
22.25 0.000398121235970829
22.5 0.0005269928499267043
22.75 0.00045105064884556347
23.0 0.0007617232896320486
23.25 0.0006259478392142513
23.5 0.0008675821153815175
23.75 0.0009918511716961115
24.0 0.00595340830899731
24.25 0.0004441468123836416
24.5 0.0005454030804918293
24.75 0.00034979438073737577
25.0 0.0006029350510078451
25.25 0.00032448031371032886
25.5 0.0004119289088946728
25.75 0.0003613007748405789
26.0 0.0005730184263395169
26.25 0.00027155090083559434
26.5 0.0003774097265850633
26.75 0.00031297391960712567
27.0 0.000522390292285423
27.25 0.0002600445067323912
27.5 0.00035899949601993827
27.75 0.00035669821719929763
28.0 0.0005384992440299074
28.25 0.0003060700831452038
28.5 0.00036360205366121954
28.75 0.0003451918230960945
29.0 0.0004970762252583761
29.25 0.000335986707813532
29.5 0.0003659033324818602
29.75 0.0003866148418676258
30.0 0.0005108838981822199
30.25 0.00040272379361211023
30.5 0.000416531466535954
30.75 0.000335986707813532
31.0 0.0005292941287473448
31.25 0.0003751084477644227
31.5 0.0004326404182804384
31.75 0.000441845533563001
32.0 0.0006374542333174545
32.25 0.00038431356304698523
32.5 0.000522390292285423
32.75 0.00042573658181851656
33.0 0.0007249028285017984
33.25 0.0003613007748405789
33.5 0.000522390292285423
33.75 0.00037971100540570396
34.0 0.0006742746944477046
34.25 0.000335986707813532
34.5 0.00044874937002492283
34.75 0.0003912173995089071
35.0 0.00062134528157297
35.25 0.00041883274535659465
35.5 0.00042573658181851656
35.75 0.0003198777560690476
36.0 0.0006420567909587358
36.25 0.0002554419490911099
36.5 0.0002945636890420006
36.75 0.00023242916088470362
37.0 0.00040502507243275087
37.25 0.0002140189303195786
37.5 0.0002600445067323912
37.75 0.00019560869975445355
38.0 0.0003198777560690476
38.25 0.00012657033513523464
38.5 0.00012657033513523464
38.75 0.00012657033513523464
39.0 0.00019560869975445355
39.25 9.20511528256252e-05
39.5 0.00011046138339075024
39.75 8.51473163637033e-05
40.0 0.00014958312334164094
40.25 5.983324933665638e-05
40.5 7.364092226050015e-05
40.75 7.824347990178142e-05
41.0 0.00011736521985267213
41.25 5.753197051601575e-05
41.5 7.133964343985953e-05
