x log_normal gamma weibull
49.5 4.025315890521583e-05 2.2492827847260603e-08 1.3644244212767066e-08
49.75 3.945192306678853e-05 2.0763012644063302e-08 1.2493893623655003e-08
50.0 3.8669443763643554e-05 1.916607745079152e-08 1.1439917578193448e-08
50.25 3.790521431150833e-05 1.7691827854356796e-08 1.0474296639518011e-08
50.5 3.715874357698077e-05 1.6330850411109103e-08 9.589673803004714e-09
50.75 3.6429555442233826e-05 1.507445291760982e-08 8.779300210923655e-09
51.0 3.571718829016446e-05 1.3914609240868063e-08 8.036985277161444e-09
51.25 3.502119450912654e-05 1.284390836075823e-08 7.35705086716329e-09
51.5 3.4341140016428724e-05 1.185550730371842e-08 6.734289206494338e-09
51.75 3.3676603799817945e-05 1.0943087671216421e-08 6.163924217447927e-09
52.0 3.302717747619955e-05 1.0100815489007223e-08 5.641576007105804e-09
52.25 3.239246486688334e-05 9.323304124034635e-09 5.163228252341953e-09
52.5 3.1772081588676096e-05 8.605580035081624e-09 4.725198247606843e-09
52.75 3.1165654660168365e-05 7.943051141064548e-09 4.324109400064022e-09
53.0 3.057282212259711e-05 7.331477607307269e-09 3.956865973905849e-09
53.25 2.9993232674691118e-05 6.766944865326268e-09 3.620629901562272e-09
53.5 2.9426545320930165e-05 6.2458386956980785e-09 3.3127994941452824e-09
53.75 2.887242903267978e-05 5.764822216556234e-09 3.030989896938142e-09
54.0 2.8330562421680996e-05 5.320814632253981e-09 2.7730151481358713e-09
54.25 2.780063342540089e-05 4.910971607809034e-09 2.536871710454724e-09
54.5 2.7282339003771294e-05 4.5326671449841486e-09 2.320723355730585e-09
54.75 2.677538484686143e-05 4.183476845316426e-09 2.1228872922919595e-09
55.0 2.6279485093052353e-05 3.861162454149535e-09 1.941821433787424e-09
55.25 2.5794362057297965e-05 3.563657587799013e-09 1.7761127163314777e-09
55.5 2.5319745969076518e-05 3.2890545534424942e-09 1.6244663783623992e-09
55.75 2.4855374719652577e-05 3.035592178221513e-09 1.4856961245327566e-09
56.0 2.440099361828565e-05 2.8016445704114257e-09 1.3587151013257372e-09
56.25 2.3956355157039e-05 2.5857107414008045e-09 1.2425276179514692e-09
56.5 2.352121878385311e-05 2.3864050226592744e-09 1.136221551468557e-09
56.75 2.3095350683566975e-05 2.2024482168959778e-09 1.038961380033769e-09
57.0 2.2678523566579684e-05 2.0326594272514005e-09 9.499817927419556e-10
57.25 2.2270516464860833e-05 1.8759485126529267e-09 8.685818287103465e-10
57.5 2.1871114535027822e-05 1.7313091214249734e-09 7.941195019158302e-10
57.75 2.148010886822216e-05 1.5978122589036832e-09 7.260068718373857e-10
58.0 2.109729630652628e-05 1.4746003481859877e-09 6.637055232133183e-10
58.25 2.072247926567401e-05 1.360881746265482e-09 6.067224212174373e-10
58.5 2.035546556381774e-05 1.255925680691872e-09 5.546061111104714e-10
58.75 1.99960682561246e-05 1.1590575745550442e-09 5.069432339525521e-10
59.0 1.964410547498447e-05 1.06965473005614e-09 4.6335533228719443e-10
59.25 1.9299400275620154e-05 9.87142343201432e-10 4.234959218433043e-10
59.5 1.8961780486899147e-05 9.109898242546582e-10 3.870478072645274e-10
59.75 1.863107856715486e-05 8.407074005233058e-10 3.5372062167860565e-10
60.0 1.8307131464832387e-05 7.758429798459688e-10 3.23248571576217e-10
60.25 1.7989780483781394e-05 7.15979254802687e-10 2.9538836999065847e-10
60.5 1.7678871153026627e-05 6.607310291988111e-10 2.699173423679068e-10
60.75 1.737425310085123e-05 6.097427497846216e-10 2.4663169080058876e-10
61.0 1.707577993303781e-05 5.626862274769573e-10 2.2534490347883114e-10
61.25 1.6783309115115088e-05 5.192585335533435e-10 2.0588629729404658e-10
61.5 1.649670185846614e-05 4.791800574014905e-10 1.8809968252633036e-10
61.75 1.6215823010158914e-05 4.421927134343216e-10 1.7184213945943087e-10
62.0 1.594054094636583e-05 4.0805828572941836e-10 1.56982897605801e-10
62.25 1.5670727469243567e-05 3.765568998280772e-10 1.434023089941612e-10
62.5 1.540625770715005e-05 3.4748561193840594e-10 1.3099090767873343e-10
62.75 1.5147010018080101e-05 3.2065710653422015e-10 1.1964854827815317e-10
63.0 1.4892865896205553e-05 2.958984940317438e-10 1.0928361694759874e-10
63.25 1.4643709881410467e-05 2.7305020086351847e-10 9.981230873429797e-11
63.5 1.4399429471715905e-05 2.5196494485753213e-10 9.115796576825654e-11
63.75 1.4159915038493156e-05 2.3250678937322002e-10 8.325047120044786e-11
64.0 1.3925059744367937e-05 2.1455027014795212e-10 7.60256942232043e-11
64.25 1.3694759463721447e-05 1.9797958927122313e-10 6.94249818952111e-11
64.5 1.3468912705698556e-05 1.8268787113180775e-10 6.3394693849225e-11
64.75 1.3247420539636445e-05 1.6857647557849953e-10 5.788577628697646e-11
65.0 1.3030186522829428e-05 1.5555436390004128e-10 5.2853371965117895e-11
65.25 1.2817116630550562e-05 1.4353751356698046e-10 4.8256463150729514e-11
65.5 1.260811918825198e-05 1.324483779894099e-10 4.4057544776829765e-11
65.75 1.2403104805869942e-05 1.2221538783199211e-10 4.02223252594213e-11
66.0 1.2201986314162604e-05 1.1277249069306173e-10 3.671945264954276e-11
66.25 1.2004678703011558e-05 1.0405872619964454e-10 3.3520263988172495e-11
66.5 1.1811099061620722e-05 9.601783379653047e-11 3.0598555910085445e-11
66.75 1.1621166520548831e-05 8.859789071645838e-11 2.793037470621382e-11
67.0 1.1434802195513037e-05 8.175097781140154e-11 2.549382420394487e-11
67.25 1.1251929132905128e-05 7.543287110305785e-11 2.3268889962211782e-11
67.5 1.1072472256962552e-05 6.960275707513031e-11 2.1237278404215476e-11
67.75 1.0896358318539331e-05 6.42229698818378e-11 1.9382269626129708e-11
68.0 1.072351584542366e-05 5.925874878730125e-11 1.7688582726011888e-11
68.25 1.0553875094150742e-05 5.467801427991292e-11 1.6142252594211254e-11
68.5 1.0387368003261982e-05 5.04511614253202e-11 1.4730517195518282e-11
68.75 1.0223928147962357e-05 4.655086913200428e-11 1.3441714454843131e-11
69.0 1.0063490696130428e-05 4.295192410532608e-11 1.2265187932936591e-11
69.25 9.905992365636657e-06 3.96310583599792e-11 1.1191200547147911e-11
69.5 9.751371382927178e-06 3.6566799247632126e-11 1.0210855654971555e-11
69.75 9.599567442832227e-06 3.373933103672918e-11 9.316024875639466e-12
70.0 9.450521669558985e-06 3.1130367155444e-11 8.499282077701958e-12
70.25 9.304176578831202e-06 2.8723032277119235e-11 7.753843008816707e-12
70.5 9.160476041137852e-06 2.6501753490625032e-11 7.073510088192626e-12
70.75 9.019365246055908e-06 2.4452159856315277e-11 6.4526219226490945e-12
71.0 8.880790667612367e-06 2.256098970203944e-11 5.8860071443693475e-12
71.25 8.744700030652384e-06 2.0816005063309696e-11 5.36894220242205e-12
71.5 8.611042278181725e-06 1.920591271755768e-11 4.897112771265346e-12
71.75 8.47976753965205e-06 1.7720291304725322e-11 4.466578467969153e-12
72.0 8.350827100159837e-06 1.6349524065492148e-11 4.073740596010511e-12
72.25 8.224173370529543e-06 1.508473676450172e-11 3.7153126574189326e-12
72.5 8.099759858253387e-06 1.3917740399236926e-11 3.388293396953364e-12
72.75 7.977541139260863e-06 1.2840978325920958e-11 3.0899421620505777e-12
73.0 7.85747283049203e-06 1.1847477462189559e-11 2.8177563806513535e-12
73.25 7.739511563249286e-06 1.0930803252465933e-11 2.5694509758265448e-12
73.5 7.623614957303613e-06 1.0085018106141458e-11 2.3429395515203974e-12
73.75 7.509741595731892e-06 9.304643040981492e-12 2.1363171978229854e-12
74.0 7.39785100046234e-06 8.584622284772693e-12 1.9478447770863137e-12
74.25 7.287903608506541e-06 7.920290607243887e-12 1.7759345640088244e-12
74.5 7.179860748856965e-06 7.307343171843224e-12 1.6191371236244823e-12
74.75 7.073684620029132e-06 6.7418077131575e-12 1.4761293210272891e-12
75.0 6.969338268229165e-06 6.220018860714899e-12 1.345703365718298e-12
75.25 6.8667855661274535e-06 5.738594443716962e-12 1.2267568017507444e-12
75.5 6.765991192219799e-06 5.2944136239892494e-12 1.1182833624336528e-12
75.75 6.666920610758557e-06 4.884596716202556e-12 1.01936461529506e-12
76.0 6.569540052236359e-06 4.506486565273336e-12 9.291623293576509e-13
76.25 6.473816494405519e-06 4.157631360874307e-12 8.469115025905435e-13
76.5 6.379717643817522e-06 3.835768778236639e-12 7.719139927184223e-13
76.75 6.287211917866321e-06 3.5388113429630448e-12 7.035326994337824e-13
77.0 6.19626842732103e-06 3.264832925452835e-12 6.411862505085133e-13
77.25 6.106856959332811e-06 3.012056277814012e-12 5.843441483723946e-13
77.5 6.018947960902352e-06 2.778841532852153e-12 5.325223374505025e-13
77.75 5.932512522793733e-06 2.563675590922815e-12 4.852791559580387e-13
78.0 5.847522363881977e-06 2.365162326154663e-12 4.422116389672916e-13
78.25 5.763949815921163e-06 2.182013548830123e-12 4.029521424113041e-13
78.5 5.681767808720666e-06 2.013040665583125e-12 3.671652602954011e-13
78.75 5.600949855717912e-06 1.857146983571465e-12 3.3454500977147394e-13
79.0 5.521470039935498e-06 1.7133206089325111e-12 3.048122609099094e-13
79.25 5.4433030003118995e-06 1.580627893662212e-12 2.7771238999737096e-13
79.5 5.366423918394737e-06 1.4582073885938886e-12 2.530131370115244e-13
79.75 5.290808505385806e-06 1.3452642634170274e-12 2.3050264959039514e-13
80.0 5.2164329895281935e-06 1.2410651576884943e-12 2.0998769733793978e-13
80.25 5.143274103825037e-06 1.1449334295689885e-12 1.9129204170061833e-13
80.5 5.071309074080825e-06 1.0562447715833487e-12 1.7425494792341454e-13
80.75 5.000515607255535e-06 9.74423165071652e-13 1.5872982675819193e-13
81.0 4.930871880123166e-06 8.989371471835543e-13 1.445829946616436e-13
81.25 4.862356528225298e-06 8.292963662856459e-13 1.3169254219306756e-13
81.5 4.794948635111893e-06 7.650484035132566e-13 1.1994730121153156e-13
81.75 4.7286277218607074e-06 7.057758399162427e-13 1.092459022848584e-13
82.0 4.663373736867648e-06 6.510935502340792e-13 9.94959144657598e-14
82.25 4.599167045900318e-06 6.006462057990105e-13 9.061306026942852e-14
82.5 4.535988422407347e-06 5.541059704165432e-13 8.252049930739591e-14
82.75 4.473819038076218e-06 5.111703743190868e-13 7.514817459945757e-14
83.0 4.4126404536327065e-06 4.715603524388603e-13 6.843221610365257e-14
83.25 4.352434609875179e-06 4.350184343077335e-13 6.231439647770284e-14
83.5 4.293183818937017e-06 4.013070738714694e-13 5.674163451792827e-14
83.75 4.234870755771006e-06 3.7020710840993134e-13 5.166554211690915e-14
84.0 4.177478449849406e-06 3.415163365892743e-13 4.704201094226036e-14
84.25 4.1209902770737065e-06 3.150482064421223e-13 4.283083536879761e-14
84.5 4.065389951888297e-06 2.906306047824085e-13 3.899536849775435e-14
84.75 4.010661519592509e-06 2.681047402173466e-13 3.5502208372011e-14
85.0 3.956789348845314e-06 2.4732411252417423e-13 3.232091174779208e-14
85.25 3.9037581243577096e-06 2.281535617178381e-13 2.942373301299664e-14
85.5 3.851552839767364e-06 2.104683906511882e-13 2.6785386052135558e-14
85.75 3.8001587906907527e-06 1.9415355546484711e-13 2.4382827049485653e-14
86.0 3.74956156794781e-06 1.7910291864286414e-13 2.2195056397086664e-14
86.25 3.699747050954418e-06 1.6521855983529734e-13 2.0202938034035214e-14
86.5 3.650701401278294e-06 1.52410139982622e-13 1.838903468950274e-14
86.75 3.6024110563536793e-06 1.405943146218111e-13 1.6737457635187863e-14
87.0 3.554862723350695e-06 1.2969419257220807e-13 1.5233729674630652e-14
87.25 3.5080433731950478e-06 1.1963883649304856e-13 1.3864660207953169e-14
87.5 3.4619402347342733e-06 1.1036280207551403e-13 1.2618231312060952e-14
87.75 3.416540789046288e-06 1.0180571288233043e-13 1.1483493868991592e-14
88.0 3.3718327638866893e-06 9.391186807872598e-14 1.0450472859681424e-14
88.25 3.3278041282710127e-06 8.662988051153121e-14 9.510081017642341e-15
88.5 3.28444308718831e-06 7.991234278974996e-14 8.654040107537995e-15
88.75 3.2417380764426783e-06 7.371551920128078e-14 7.874809158003276e-15
89.0 3.199677757619159e-06 6.799906146780937e-14 7.165519036793004e-15
89.25 3.158251013171015e-06 6.272574649432357e-14 6.519912809967334e-15
89.5 3.1174469416248472e-06 5.786123441219426e-14 5.932291375765222e-15
89.75 3.0772548529006902e-06 5.33738453462474e-14 5.397463908484572e-15
90.0 3.037664263744005e-06 4.9234353457588033e-14 4.910702688460917e-15
90.25 2.998664893266599e-06 4.541579692589265e-14 4.467701931441121e-15
90.5 2.9602466585936952e-06 4.1893302638187126e-14 4.064540264606759e-15
90.75 2.922399670614309e-06 3.864392444645927e-14 3.697646527487946e-15
91.0 2.885114229832279e-06 3.5646493944408857e-14 3.363768604284033e-15
91.25 2.8483808223154467e-06 3.288148279480472e-14 3.0599450199107566e-15
91.5 2.8121901157402206e-06 3.033087571380383e-14 2.7834790556355393e-15
91.75 2.7765329555292713e-06 2.7978053287694648e-14 2.5319151616434253e-15
92.0 2.741400361079874e-06 2.5807683861288778e-14 2.3030174634754693e-15
92.25 2.706783522080526e-06 2.3805623796016155e-14 2.094750177161685e-15
92.5 2.6726737949136706e-06 2.195882545006969e-14 1.905259764183388e-15
92.75 2.6390626991422784e-06 2.0255252283035117e-14 1.7328586722812427e-15
93.0 2.60594191407813e-06 1.8683800533658624e-14 1.5760105217011748e-15
93.25 2.573303275429714e-06 1.723422696205332e-14 1.4333166088530004e-15
93.5 2.541138772027793e-06 1.5897082186994197e-14 1.303503610653005e-15
93.75 2.509440542626602e-06 1.4663649185256505e-14 1.1854123831245197e-15
94.0 2.4782008727787287e-06 1.3525886553454849e-14 1.077987757227665e-15
94.25 2.447412191781956e-06 1.2476376163748206e-14 9.80269243460674e-16
94.5 2.417067069696079e-06 1.1508274873297427e-14 8.913825645917292e-16
94.75 2.3871582144281087e-06 1.0615269973674463e-14 8.105319430090141e-16
95.0 2.35767846888403e-06 9.791538090703602e-15 7.369930756779286e-16
95.25 2.3286208081854694e-06 9.031707267616737e-15 6.701067356225771e-16
